precision,metric,accepted,coverage,risk,threshold
q8,dsde,21,0.35,0.2857142857142857,0.0
q8,dsde,22,0.36666666666666664,0.2727272727272727,0.0
q8,dsde,23,0.38333333333333336,0.2608695652173913,0.0
q8,dsde,24,0.4,0.25,0.0
q8,dsde,25,0.4166666666666667,0.28,0.0
q8,dsde,26,0.43333333333333335,0.3076923076923077,0.0
q8,dsde,27,0.45,0.2962962962962963,0.0
q8,dsde,28,0.4666666666666667,0.2857142857142857,0.0
q8,dsde,29,0.48333333333333334,0.3103448275862069,0.0
q8,dsde,30,0.5,0.3,0.0
q8,dsde,31,0.5166666666666667,0.3225806451612903,0.0
q8,dsde,32,0.5333333333333333,0.34375,0.0
q8,dsde,33,0.55,0.3333333333333333,0.0
q8,dsde,34,0.5666666666666667,0.35294117647058826,0.0
q8,dsde,35,0.5833333333333334,0.34285714285714286,0.0
q8,dsde,36,0.6,0.3333333333333333,0.0
q8,dsde,37,0.6166666666666667,0.32432432432432434,0.0
q8,dsde,38,0.6333333333333333,0.3157894736842105,0.0
q8,dsde,39,0.65,0.3076923076923077,0.0
q8,dsde,40,0.6666666666666666,0.3,0.0
q8,dsde,41,0.6833333333333333,0.2926829268292683,0.0
q8,dsde,42,0.7,0.30952380952380953,0.0
q8,dsde,43,0.7166666666666667,0.3023255813953488,0.0
q8,dsde,44,0.7333333333333333,0.29545454545454547,0.0
q8,dsde,45,0.75,0.28888888888888886,0.0
q8,dsde,46,0.7666666666666667,0.2826086956521739,0.0
q8,dsde,47,0.7833333333333333,0.2978723404255319,0.021593144065072543
q8,dsde,48,0.8,0.3125,0.03495734734015984
q8,dsde,49,0.8166666666666667,0.32653061224489793,0.050588409057322314
q8,dsde,50,0.8333333333333334,0.32,0.058333333333333334
q8,dsde,51,0.85,0.3333333333333333,0.1311202791584095
q8,dsde,52,0.8666666666666667,0.3269230769230769,0.13333333333333333
q8,dsde,53,0.8833333333333333,0.33962264150943394,0.18888888888888888
q8,dsde,54,0.9,0.35185185185185186,0.2
q8,dsde,55,0.9166666666666666,0.36363636363636365,0.2
q8,dsde,56,0.9333333333333333,0.35714285714285715,0.2053647842492464
q8,dsde,57,0.95,0.3684210526315789,0.21370176797006063
q8,dsde,58,0.9666666666666667,0.3793103448275862,0.2605899103749155
q8,dsde,59,0.9833333333333333,0.3728813559322034,0.4
q8,dsde,60,1.0,0.38333333333333336,0.48902505706853533
q8,sde,1,0.016666666666666666,1.0,0.0
q8,sde,2,0.03333333333333333,0.5,0.0
q8,sde,3,0.05,0.3333333333333333,0.0
q8,sde,4,0.06666666666666667,0.5,0.0
q8,sde,5,0.08333333333333333,0.6,0.0
q8,sde,6,0.1,0.5,0.0
q8,sde,7,0.11666666666666667,0.42857142857142855,0.0
q8,sde,8,0.13333333333333333,0.5,0.0
q8,sde,9,0.15,0.4444444444444444,0.0
q8,sde,10,0.16666666666666666,0.4,0.0
q8,sde,11,0.18333333333333332,0.36363636363636365,0.0
q8,sde,12,0.2,0.3333333333333333,0.0
q8,sde,13,0.21666666666666667,0.3076923076923077,0.0
q8,sde,14,0.23333333333333334,0.2857142857142857,0.0
q8,sde,15,0.25,0.26666666666666666,0.0
q8,sde,16,0.26666666666666666,0.3125,0.0
q8,sde,17,0.2833333333333333,0.29411764705882354,0.0
q8,sde,18,0.3,0.2777777777777778,0.0
q8,sde,19,0.31666666666666665,0.3157894736842105,0.0
q8,sde,20,0.3333333333333333,0.3,0.0
q8,sde,21,0.35,0.2857142857142857,0.0
q8,sde,22,0.36666666666666664,0.2727272727272727,0.0
q8,sde,23,0.38333333333333336,0.2608695652173913,0.0
q8,sde,24,0.4,0.25,0.0
q8,sde,25,0.4166666666666667,0.28,0.0
q8,sde,26,0.43333333333333335,0.3076923076923077,0.0
q8,sde,27,0.45,0.2962962962962963,0.0
q8,sde,28,0.4666666666666667,0.2857142857142857,0.0
q8,sde,29,0.48333333333333334,0.3103448275862069,0.0
q8,sde,30,0.5,0.3,0.0
q8,sde,31,0.5166666666666667,0.3225806451612903,0.0
q8,sde,32,0.5333333333333333,0.34375,0.0
q8,sde,33,0.55,0.3333333333333333,0.0
q8,sde,34,0.5666666666666667,0.35294117647058826,0.0
q8,sde,35,0.5833333333333334,0.34285714285714286,0.0
q8,sde,36,0.6,0.3333333333333333,0.0
q8,sde,37,0.6166666666666667,0.32432432432432434,0.0
q8,sde,38,0.6333333333333333,0.3157894736842105,0.0
q8,sde,39,0.65,0.3076923076923077,0.0
q8,sde,40,0.6666666666666666,0.3,0.0
q8,sde,41,0.6833333333333333,0.2926829268292683,0.0
q8,sde,42,0.7,0.30952380952380953,0.0
q8,sde,43,0.7166666666666667,0.3023255813953488,0.0
q8,sde,44,0.7333333333333333,0.29545454545454547,0.0
q8,sde,45,0.75,0.28888888888888886,0.0
q8,sde,46,0.7666666666666667,0.2826086956521739,0.0
q8,sde,47,0.7833333333333333,0.2978723404255319,0.017274515252058035
q8,sde,48,0.8,0.3125,0.02796587787212787
q8,sde,49,0.8166666666666667,0.30612244897959184,0.035
q8,sde,50,0.8333333333333334,0.32,0.04047072724585785
q8,sde,51,0.85,0.3137254901960784,0.07999999999999999
q8,sde,52,0.8666666666666667,0.3269230769230769,0.10055555555555556
q8,sde,53,0.8833333333333333,0.33962264150943394,0.1048962233267276
q8,sde,54,0.9,0.35185185185185186,0.12664279261840236
q8,sde,55,0.9166666666666666,0.34545454545454546,0.1498855372162145
q8,sde,56,0.9333333333333333,0.35714285714285715,0.16
q8,sde,57,0.95,0.3684210526315789,0.16
q8,sde,58,0.9666666666666667,0.3793103448275862,0.19635394622494928
q8,sde,59,0.9833333333333333,0.3728813559322034,0.24
q8,sde,60,1.0,0.38333333333333336,0.26512783219342295
q8,exact_dsde,1,0.016666666666666666,1.0,0.0
q8,exact_dsde,2,0.03333333333333333,0.5,0.0
q8,exact_dsde,3,0.05,0.3333333333333333,0.0
q8,exact_dsde,4,0.06666666666666667,0.5,0.0
q8,exact_dsde,5,0.08333333333333333,0.6,0.0
q8,exact_dsde,6,0.1,0.5,0.0
q8,exact_dsde,7,0.11666666666666667,0.42857142857142855,0.0
q8,exact_dsde,8,0.13333333333333333,0.5,0.0
q8,exact_dsde,9,0.15,0.4444444444444444,0.0
q8,exact_dsde,10,0.16666666666666666,0.4,0.0
q8,exact_dsde,11,0.18333333333333332,0.36363636363636365,0.0
q8,exact_dsde,12,0.2,0.3333333333333333,0.0
q8,exact_dsde,13,0.21666666666666667,0.3076923076923077,0.0
q8,exact_dsde,14,0.23333333333333334,0.2857142857142857,0.0
q8,exact_dsde,15,0.25,0.26666666666666666,0.0
q8,exact_dsde,16,0.26666666666666666,0.3125,0.0
q8,exact_dsde,17,0.2833333333333333,0.29411764705882354,0.0
q8,exact_dsde,18,0.3,0.2777777777777778,0.0
q8,exact_dsde,19,0.31666666666666665,0.3157894736842105,0.0
q8,exact_dsde,20,0.3333333333333333,0.3,0.0
q8,exact_dsde,21,0.35,0.2857142857142857,0.0
q8,exact_dsde,22,0.36666666666666664,0.2727272727272727,0.0
q8,exact_dsde,23,0.38333333333333336,0.2608695652173913,0.0
q8,exact_dsde,24,0.4,0.25,0.0
q8,exact_dsde,25,0.4166666666666667,0.28,0.0
q8,exact_dsde,26,0.43333333333333335,0.3076923076923077,0.0
q8,exact_dsde,27,0.45,0.2962962962962963,0.0
q8,exact_dsde,28,0.4666666666666667,0.2857142857142857,0.0
q8,exact_dsde,29,0.48333333333333334,0.3103448275862069,0.0
q8,exact_dsde,30,0.5,0.3,0.0
q8,exact_dsde,31,0.5166666666666667,0.3225806451612903,0.0
q8,exact_dsde,32,0.5333333333333333,0.34375,0.0
q8,exact_dsde,33,0.55,0.3333333333333333,0.0
q8,exact_dsde,34,0.5666666666666667,0.35294117647058826,0.0
q8,exact_dsde,35,0.5833333333333334,0.34285714285714286,0.0
q8,exact_dsde,36,0.6,0.3333333333333333,0.0
q8,exact_dsde,37,0.6166666666666667,0.32432432432432434,0.0
q8,exact_dsde,38,0.6333333333333333,0.3157894736842105,0.0
q8,exact_dsde,39,0.65,0.3076923076923077,0.0
q8,exact_dsde,40,0.6666666666666666,0.3,0.0
q8,exact_dsde,41,0.6833333333333333,0.2926829268292683,0.0
q8,exact_dsde,42,0.7,0.30952380952380953,0.0
q8,exact_dsde,43,0.7166666666666667,0.3023255813953488,0.0
q8,exact_dsde,44,0.7333333333333333,0.29545454545454547,0.0
q8,exact_dsde,45,0.75,0.28888888888888886,0.0
q8,exact_dsde,46,0.7666666666666667,0.2826086956521739,0.0
q8,exact_dsde,47,0.7833333333333333,0.2765957446808511,0.13333333333333333
q8,exact_dsde,48,0.8,0.2708333333333333,0.13333333333333333
q8,exact_dsde,49,0.8166666666666667,0.2857142857142857,0.2
q8,exact_dsde,50,0.8333333333333334,0.3,0.2
q8,exact_dsde,51,0.85,0.3137254901960784,0.2
q8,exact_dsde,52,0.8666666666666667,0.3269230769230769,0.2
q8,exact_dsde,53,0.8833333333333333,0.33962264150943394,0.2
q8,exact_dsde,54,0.9,0.35185185185185186,0.2
q8,exact_dsde,55,0.9166666666666666,0.34545454545454546,0.26666666666666666
q8,exact_dsde,56,0.9333333333333333,0.35714285714285715,0.4
q8,exact_dsde,57,0.95,0.3508771929824561,0.4
q8,exact_dsde,58,0.9666666666666667,0.3620689655172414,0.4666666666666667
q8,exact_dsde,59,0.9833333333333333,0.3728813559322034,0.8
q8,exact_dsde,60,1.0,0.38333333333333336,0.8
q8,exact_sde,1,0.016666666666666666,1.0,0.0
q8,exact_sde,2,0.03333333333333333,0.5,0.0
q8,exact_sde,3,0.05,0.3333333333333333,0.0
q8,exact_sde,4,0.06666666666666667,0.5,0.0
q8,exact_sde,5,0.08333333333333333,0.6,0.0
q8,exact_sde,6,0.1,0.5,0.0
q8,exact_sde,7,0.11666666666666667,0.42857142857142855,0.0
q8,exact_sde,8,0.13333333333333333,0.5,0.0
q8,exact_sde,9,0.15,0.4444444444444444,0.0
q8,exact_sde,10,0.16666666666666666,0.4,0.0
q8,exact_sde,11,0.18333333333333332,0.36363636363636365,0.0
q8,exact_sde,12,0.2,0.3333333333333333,0.0
q8,exact_sde,13,0.21666666666666667,0.3076923076923077,0.0
q8,exact_sde,14,0.23333333333333334,0.2857142857142857,0.0
q8,exact_sde,15,0.25,0.26666666666666666,0.0
q8,exact_sde,16,0.26666666666666666,0.3125,0.0
q8,exact_sde,17,0.2833333333333333,0.29411764705882354,0.0
q8,exact_sde,18,0.3,0.2777777777777778,0.0
q8,exact_sde,19,0.31666666666666665,0.3157894736842105,0.0
q8,exact_sde,20,0.3333333333333333,0.3,0.0
q8,exact_sde,21,0.35,0.2857142857142857,0.0
q8,exact_sde,22,0.36666666666666664,0.2727272727272727,0.0
q8,exact_sde,23,0.38333333333333336,0.2608695652173913,0.0
q8,exact_sde,24,0.4,0.25,0.0
q8,exact_sde,25,0.4166666666666667,0.28,0.0
q8,exact_sde,26,0.43333333333333335,0.3076923076923077,0.0
q8,exact_sde,27,0.45,0.2962962962962963,0.0
q8,exact_sde,28,0.4666666666666667,0.2857142857142857,0.0
q8,exact_sde,29,0.48333333333333334,0.3103448275862069,0.0
q8,exact_sde,30,0.5,0.3,0.0
q8,exact_sde,31,0.5166666666666667,0.3225806451612903,0.0
q8,exact_sde,32,0.5333333333333333,0.34375,0.0
q8,exact_sde,33,0.55,0.3333333333333333,0.0
q8,exact_sde,34,0.5666666666666667,0.35294117647058826,0.0
q8,exact_sde,35,0.5833333333333334,0.34285714285714286,0.0
q8,exact_sde,36,0.6,0.3333333333333333,0.0
q8,exact_sde,37,0.6166666666666667,0.32432432432432434,0.0
q8,exact_sde,38,0.6333333333333333,0.3157894736842105,0.0
q8,exact_sde,39,0.65,0.3076923076923077,0.0
q8,exact_sde,40,0.6666666666666666,0.3,0.0
q8,exact_sde,41,0.6833333333333333,0.2926829268292683,0.0
q8,exact_sde,42,0.7,0.30952380952380953,0.0
q8,exact_sde,43,0.7166666666666667,0.3023255813953488,0.0
q8,exact_sde,44,0.7333333333333333,0.29545454545454547,0.0
q8,exact_sde,45,0.75,0.28888888888888886,0.0
q8,exact_sde,46,0.7666666666666667,0.2826086956521739,0.0
q8,exact_sde,47,0.7833333333333333,0.2765957446808511,0.07999999999999999
q8,exact_sde,48,0.8,0.2708333333333333,0.07999999999999999
q8,exact_sde,49,0.8166666666666667,0.2857142857142857,0.16
q8,exact_sde,50,0.8333333333333334,0.3,0.16
q8,exact_sde,51,0.85,0.3137254901960784,0.16
q8,exact_sde,52,0.8666666666666667,0.3269230769230769,0.16
q8,exact_sde,53,0.8833333333333333,0.33962264150943394,0.16
q8,exact_sde,54,0.9,0.35185185185185186,0.16
q8,exact_sde,55,0.9166666666666666,0.34545454545454546,0.18666666666666665
q8,exact_sde,56,0.9333333333333333,0.3392857142857143,0.24
q8,exact_sde,57,0.95,0.3508771929824561,0.26666666666666666
q8,exact_sde,58,0.9666666666666667,0.3620689655172414,0.26666666666666666
q8,exact_sde,59,0.9833333333333333,0.3728813559322034,0.28
q8,exact_sde,60,1.0,0.38333333333333336,0.36
q8,mean_nll,1,0.016666666666666666,0.0,0.0023795171704250606
q8,mean_nll,2,0.03333333333333333,0.0,0.0035651793991254978
q8,mean_nll,3,0.05,0.0,0.004088193176041447
q8,mean_nll,4,0.06666666666666667,0.0,0.004341877607384462
q8,mean_nll,5,0.08333333333333333,0.0,0.005191805376751539
q8,mean_nll,6,0.1,0.0,0.007034795656320477
q8,mean_nll,7,0.11666666666666667,0.0,0.007622070500283289
q8,mean_nll,8,0.13333333333333333,0.0,0.008348095015008425
q8,mean_nll,9,0.15,0.1111111111111111,0.009170027188417862
q8,mean_nll,10,0.16666666666666666,0.1,0.009286156657903067
q8,mean_nll,11,0.18333333333333332,0.09090909090909091,0.009594911019026346
q8,mean_nll,12,0.2,0.08333333333333333,0.010972388179064036
q8,mean_nll,13,0.21666666666666667,0.15384615384615385,0.01187889699386362
q8,mean_nll,14,0.23333333333333334,0.14285714285714285,0.013399816368129815
q8,mean_nll,15,0.25,0.13333333333333333,0.013728648670041144
q8,mean_nll,16,0.26666666666666666,0.1875,0.014138858416950109
q8,mean_nll,17,0.2833333333333333,0.17647058823529413,0.014596435790479353
q8,mean_nll,18,0.3,0.16666666666666666,0.014660126283179692
q8,mean_nll,19,0.31666666666666665,0.15789473684210525,0.015021747835701642
q8,mean_nll,20,0.3333333333333333,0.15,0.015882940672987417
q8,mean_nll,21,0.35,0.14285714285714285,0.017289253752004886
q8,mean_nll,22,0.36666666666666664,0.13636363636363635,0.017362198357986518
q8,mean_nll,23,0.38333333333333336,0.13043478260869565,0.01754947947683542
q8,mean_nll,24,0.4,0.125,0.01767131174724936
q8,mean_nll,25,0.4166666666666667,0.12,0.019381823382006894
q8,mean_nll,26,0.43333333333333335,0.11538461538461539,0.019437311653719647
q8,mean_nll,27,0.45,0.1111111111111111,0.019905880297011843
q8,mean_nll,28,0.4666666666666667,0.10714285714285714,0.020374522579365093
q8,mean_nll,29,0.48333333333333334,0.10344827586206896,0.02071403497206905
q8,mean_nll,30,0.5,0.1,0.021886150175935093
q8,mean_nll,31,0.5166666666666667,0.0967741935483871,0.023329172214735343
q8,mean_nll,32,0.5333333333333333,0.125,0.02342779599659421
q8,mean_nll,33,0.55,0.12121212121212122,0.02480258045579779
q8,mean_nll,34,0.5666666666666667,0.11764705882352941,0.024838642718397495
q8,mean_nll,35,0.5833333333333334,0.14285714285714285,0.025401770576764033
q8,mean_nll,36,0.6,0.1388888888888889,0.025775626009238366
q8,mean_nll,37,0.6166666666666667,0.16216216216216217,0.025873688951462498
q8,mean_nll,38,0.6333333333333333,0.15789473684210525,0.02602471225129698
q8,mean_nll,39,0.65,0.1794871794871795,0.026212680056306836
q8,mean_nll,40,0.6666666666666666,0.2,0.02692672575793406
q8,mean_nll,41,0.6833333333333333,0.21951219512195122,0.027414582232029205
q8,mean_nll,42,0.7,0.23809523809523808,0.029130672333868568
q8,mean_nll,43,0.7166666666666667,0.23255813953488372,0.03324003600757146
q8,mean_nll,44,0.7333333333333333,0.25,0.03632129096766459
q8,mean_nll,45,0.75,0.26666666666666666,0.03684507724246792
q8,mean_nll,46,0.7666666666666667,0.2826086956521739,0.03702859454919304
q8,mean_nll,47,0.7833333333333333,0.2978723404255319,0.03722987512163159
q8,mean_nll,48,0.8,0.2916666666666667,0.037502326875716176
q8,mean_nll,49,0.8166666666666667,0.2857142857142857,0.03847462121477651
q8,mean_nll,50,0.8333333333333334,0.28,0.04047802085437563
q8,mean_nll,51,0.85,0.29411764705882354,0.04229847421677256
q8,mean_nll,52,0.8666666666666667,0.3076923076923077,0.04383825121533036
q8,mean_nll,53,0.8833333333333333,0.32075471698113206,0.04461240800554636
q8,mean_nll,54,0.9,0.3333333333333333,0.046305102452839565
q8,mean_nll,55,0.9166666666666666,0.34545454545454546,0.049289784299917996
q8,mean_nll,56,0.9333333333333333,0.3392857142857143,0.05226543320173558
q8,mean_nll,57,0.95,0.3508771929824561,0.056956239848088744
q8,mean_nll,58,0.9666666666666667,0.3620689655172414,0.06198404734499188
q8,mean_nll,59,0.9833333333333333,0.3728813559322034,0.07332389123898088
q8,mean_nll,60,1.0,0.38333333333333336,0.20182915438606314
